"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 05 18:32:09 MSK 2021","Sun Dec 05 18:32:48 MSK 2021","39034","","com.belovaoa.test.RegistrationFormTests","","com.belovaoa.test.RegistrationFormTests","successfulFillFormTest","successfulFillFormTest()",""
